nid,title,SGA_ACERVO_VIDEO,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor
1295,JUSTIÇA,1758,172,213,284,525,,,,,,,,,,,,,,,,,,,
1296,LIBERDADE,1759,112,130,314,340,408,525,,,,,,,,,,,,,,,,,
1297,DEMOCRACIA?,1760,75,154,525,664,,,,,,,,,,,,,,,,,,,
1298,TENOCHTITLAN-CHILANGO,1761,51,58,77,525,,,,,,,,,,,,,,,,,,,
1299,MINHA AULA DE MAMBO,1762,72,525,577,,,,,,,,,,,,,,,,,,,,
1300,IAUARETÊ. CACHOEIRA DAS ONÇAS,1763,460,324,120,,,,,,,,,,,,,,,,,,,,
1301,QUAL O JEITO ZÉ?,1764,45,272,412,,,,,,,,,,,,,,,,,,,,
1302,NINGUÉM COME CARVÃO,1765,139,284,412,416,,,,,,,,,,,,,,,,,,,
1303,ANTROPOFAGIA VISUAL,1766,36,413,688,439,,,,,,,,,,,,,,,,,,,
1304,OU VAI OU RACHA! VINTE ANOS ANOS DE LUTA,1767,45,120,587,,,,,,,,,,,,,,,,,,,,
1305,INDIO NA TEVÊ,1768,122,154,159,428,,,,,,,,,,,,,,,,,,,
1306,DANÇANDO COM CACHORRO,1769,58,321,455,439,,,,,,,,,,,,,,,,,,,
1307,VIDEO NAS ALDEIAS SE APRESENTA,1770,36,120,122,439,,,,,,,,,,,,,,,,,,,
1308,SOS RIO XINGU,1771,139,439,491,413,,,,,,,,,,,,,,,,,,,
1309,MOYONGO. O SONHO DE MARAGAREUM,1772,120,239,439,655,,,,,,,,,,,,,,,,,,,
1310,DARITIDZÉ. APRENDIZ DE CURADOR,1773,36,241,439,463,,,,,,,,,,,,,,,,,,,
1311,VAMOS À LUTA,1774,76,213,425,439,587,202,,,,,,,,,,,,,,,,,
1312,CAMINHO PARA A VIDA. APRENDIZES DO FUTURO FLORESTA VIVA,1775,139,321,439,455,,,,,,,,,,,,,,,,,,,
1313,NGUNÉ ELÜ. O DIA EM QUE A LUA MENSTRUOU,1776,58,161,491,492,,,,,,,,,,,,,,,,,,,
1314,KINJA IAKAHA. UM DIA NA ALDEIA,1777,58,439,750,324,,,,,,,,,,,,,,,,,,,
1315,XINÃ BENA. NOVOS TEMPOS,1778,58,439,593,395,,,,,,,,,,,,,,,,,,,
1316,KIARÃSÃ YÕ SÂTI. O AMENDOIM DE COTIA,1780,58,416,439,496,,,,,,,,,,,,,,,,,,,
1317,A GENTE LUTA MAS COME FRUTA,1781,139,264,455,439,,,,,,,,,,,,,,,,,,,
1318,IMBÉ GIKEGÜ. CHEIRO DE PEQUI,1782,116,413,491,492,439,,,,,,,,,,,,,,,,,,
1319,HUNI MEKA. OS CANTOS DO CIPÓ,1779,371,439,593,723,,,,,,,,,,,,,,,,,,,
1320,KAHEHIJEGÜ ÜGÜHÜTU. O MANEJO DA CAMERA,1783,36,413,492,439,154,,,,,,,,,,,,,,,,,,
1321,PÏRINOP. MEU PRIMEIRO CONTATO,1784,94,439,655,,,,,,,,,,,,,,,,,,,,
1322,DUPLO SUICÍDIO EM AMIJIMA,1785,4,101,219,268,331,,,,,,,,,,,,,,,,,,
1323,FLOATING WEEDS,1786,4,101,268,331,,,,,,,,,,,,,,,,,,,
1324,VOZES DE GUERRERO,1787,36,48,58,109,525,,,,,,,,,,,,,,,,,,
1325,LALIBALOC. VIVENDO NA BENÇÂO SEM FIM,1788,221,355,371,,,,,,,,,,,,,,,,,,,,
1326,ANO NOVO CHINÊS,1789,,,,,,,,,,,,,,,,,,,,,,,
1327,NARRADORES DE CIDADE - SÃO PAULO,1790,51,58,271,284,428,,,,,,,,,,,,,,,,,,
1328,"HOMEM DAS CORDAS, O",1791,178,190,359,642,,,,,,,,,,,,,,,,,,,
1329,VAI INDO QUE EU JÁ VOU,1792,166,221,259,569,,,,,,,,,,,,,,,,,,,
1330,"CURTAS FRANCESES - ESTAÇAO DE TREM DO NORTE, RUA SAINT DENIS E BAIRRO DA ETOILE",1793,50,58,164,347,,,,,,,,,,,,,,,,,,,
1331,ZÉ PUREZA - A TRAJETÓRIA DE FAMÍLIAS NA LUTA PELA TERRA,1794,45,46,201,421,,,,,,,,,,,,,,,,,,,
1332,VILA PRUDENTE,1795,50,58,169,428,,,,,,,,,,,,,,,,,,,
1333,PRÉ AMBIENTE,1796,50,160,363,714,,,,,,,,,,,,,,,,,,,
1334,O QUE É QUE ESSA ILHA TEM?,1797,366,,,,,,,,,,,,,,,,,,,,,,
1335,VILA DAS TORRES,1798,36,418,,,,,,,,,,,,,,,,,,,,,
1336,VIDA NA RUA,1799,36,423,,,,,,,,,,,,,,,,,,,,,
1337,AQUI FORA,1800,36,427,,,,,,,,,,,,,,,,,,,,,
1338,CADÊ O CAIÇARA?,1801,36,427,,,,,,,,,,,,,,,,,,,,,
1339,ENTRE RUAS,1802,36,427,,,,,,,,,,,,,,,,,,,,,
1340,QUAL CINEMA?,1803,36,427,,,,,,,,,,,,,,,,,,,,,
1341,JONGO VIVO!,1804,36,102,,,,,,,,,,,,,,,,,,,,,
1342,JONGO DO AMANHÃ,1805,36,102,,,,,,,,,,,,,,,,,,,,,
1343,FELICIDADE É... MÚSICA,1806,36,,,,,,,,,,,,,,,,,,,,,,
1344,SÃO PEDRO - HOFFMAN BIKERS,1807,77,88,366,,,,,,,,,,,,,,,,,,,,
1345,LITERATURA,1808,36,415,,,,,,,,,,,,,,,,,,,,,
1346,E ONDE ESTÁ A CABEÇA DE TIRADENTES?,1809,36,415,,,,,,,,,,,,,,,,,,,,,
1347,SELEÇÃO CANAL FUTURA,1810,36,421,,,,,,,,,,,,,,,,,,,,,
1348,SELEÇÃO PROJETO R.U.A. DO CENTRO CULTURAL,1811,36,415,,,,,,,,,,,,,,,,,,,,,
1349,JORNAL JJC,1812,36,427,,,,,,,,,,,,,,,,,,,,,
1350,SELEÇÃO OFICINA DE EXPERIMENTAÇÃO AUDIOVISUAL,1813,36,378,,,,,,,,,,,,,,,,,,,,,
1351,ÚLTIMAS PALAVRAS,1814,36,427,,,,,,,,,,,,,,,,,,,,,
1352,A VIDA SOBRE RODAS,1815,36,421,,,,,,,,,,,,,,,,,,,,,
1353,SELEÇÃO OFICINAS KINOFORUM,1816,36,427,,,,,,,,,,,,,,,,,,,,,
1354,OVO COLORIDO,1817,36,421,,,,,,,,,,,,,,,,,,,,,
1355,SELEÇÃO OFICINAS DE ANIMAÇÃO SUBMARINO-FUNDARPE,1818,36,419,,,,,,,,,,,,,,,,,,,,,
1356,SELEÇÃO BH CIDADANIA,1819,36,415,,,,,,,,,,,,,,,,,,,,,
1357,PORTINHOLAS,1820,36,366,,,,,,,,,,,,,,,,,,,,,
1358,SELEÇÃO VIDEOTRAQUITANAS,1821,36,427,,,,,,,,,,,,,,,,,,,,,
1359,SELEÇÃO OLHO VIVO,1822,36,427,,,,,,,,,,,,,,,,,,,,,
1360,SELEÇÃO OFICINAS KINOFORUM,1823,36,427,,,,,,,,,,,,,,,,,,,,,
1361,REBELIAO,1825,38,112,331,,,,,,,,,,,,,,,,,,,,
1362,BOM DIA,1824,38,159,331,,,,,,,,,,,,,,,,,,,,
1363,CEGA OBSESSÃO,1826,38,331,,,,,,,,,,,,,,,,,,,,,
1364,LEI DE KORIAM E O GOVERNO MORTO QUE GOVERNA,1827,200,239,359,,,,,,,,,,,,,,,,,,,,
1365,FILHOS DA TERRA,1828,89,428,,,,,,,,,,,,,,,,,,,,,
1366,"PALHAÇO O QUE É, O",1829,172,268,,,,,,,,,,,,,,,,,,,,,
1367,CRÍQUETE TROBRIANDEZ - UMA RESPOSTA INDIGENA AO COLONIALISMO,1830,72,88,239,673,,,,,,,,,,,,,,,,,,,
1368,RITOS DA NAÇÃO,1831,89,120,305,,,,,,,,,,,,,,,,,,,,
1369,NOVOS QUILOMBOS DE ZUMBI,1832,120,186,427,475,,,,,,,,,,,,,,,,,,,
1370,OFICINAS KINOFORUM 3,1833,36,120,427,,,,,,,,,,,,,,,,,,,,
1371,LAPA,1834,120,177,598,690,,,,,,,,,,,,,,,,,,,
1372,PRECISA-SE DE UM INTERPRETE,1835,120,305,,,,,,,,,,,,,,,,,,,,,
1373,DARCY RIBEIRO - O GUERREIRO SONHADOR,1836,6,120,305,559,,,,,,,,,,,,,,,,,,,
1374,"MODA NO CENTRO, A",1837,127,428,,,,,,,,,,,,,,,,,,,,,
1375,INVENTAR NO COTIDIANO,1838,50,129,428,,,,,,,,,,,,,,,,,,,,
1376,CINCO MULHERES DE PARAISOPOLIS,1839,171,172,363,428,,,,,,,,,,,,,,,,,,,
1377,DOCUMENTAÇAO E TRANSMISSAO DOS SABERES TRADICIONAIS DOS ASSURINI DO XINGU,1840,114,261,305,596,,,,,,,,,,,,,,,,,,,
1378,JOAO,1841,76,104,114,160,305,,,,,,,,,,,,,,,,,,
1379,IRMAOS DE GUERRA,1842,38,681,,,,,,,,,,,,,,,,,,,,,
1380,CATARINA ALVES COSTA,1843,6,36,630,,,,,,,,,,,,,,,,,,,,
1381,CONVERSAS COM MACDOUGALL,1844,6,36,296,358,657,,,,,,,,,,,,,,,,,,
1382,"ESPIRITO DA ANCORA, O",1845,120,139,161,359,,,,,,,,,,,,,,,,,,,
1383,CAMERA OLHO -RÉQUIEM A LENIN,1847,36,393,629,,,,,,,,,,,,,,,,,,,,
1384,APAPAATAI,1848,285,439,491,,,,,,,,,,,,,,,,,,,,
1385,"MILLI, MILLI",1849,,,,,,,,,,,,,,,,,,,,,,,
1386,RELACIONAMENTOS VIRTUAIS,1850,77,164,427,,,,,,,,,,,,,,,,,,,,
1387,"MÚSICA INSTRUMENTAL EM SOROCABA, A",1851,48,178,752,,,,,,,,,,,,,,,,,,,,
1388,CURURU: (DES) ENCONTROS NO TRADICIONALISMO CAIPIRA,1852,120,177,427,,,,,,,,,,,,,,,,,,,,
1389,CELSO E CORA,1853,101,160,751,,,,,,,,,,,,,,,,,,,,
1390,TIO VENENO,1854,56,221,248,328,,,,,,,,,,,,,,,,,,,
1391,FIQUEI,1855,48,77,81,257,428,,,,,,,,,,,,,,,,,,
1392,MAIS QUE UM NÚMERO,1856,48,81,120,427,,,,,,,,,,,,,,,,,,,
1393,SARARÁ,1857,48,72,427,689,,,,,,,,,,,,,,,,,,,
1394,"QUIMO MEMORIA ""DIÁLOGOS SOBRE (IN)VISIBILIDADE",1858,127,153,270,427,,,,,,,,,,,,,,,,,,,
1395,EX-COLA,1859,48,81,427,,,,,,,,,,,,,,,,,,,,
1396,"FELIZ ANO NOVO, VÉIO!",1860,258,270,427,,,,,,,,,,,,,,,,,,,,
1397,LUA NOVA,1861,56,69,427,,,,,,,,,,,,,,,,,,,,
1398,ECOS DO SILÊNCIO,1862,56,69,427,544,,,,,,,,,,,,,,,,,,,
1399,NO CANTO DOS OLHOS,1863,50,58,120,428,,,,,,,,,,,,,,,,,,,
1400,"PALMITO, CRIANÇAS!",1864,120,427,660,,,,,,,,,,,,,,,,,,,,
1401,CAMINHOS DA MEMÓRIA: MÍRIAM MOREIRA LEITE,1865,153,172,190,427,,,,,,,,,,,,,,,,,,,
1402,"CANTO DAS CANOAS,O",1866,102,177,266,421,,,,,,,,,,,,,,,,,,,
1403,"ENGENHOS DE CHIQUINHO CARNEIRO, OS",1867,153,272,421,,,,,,,,,,,,,,,,,,,,
1404,"HISTÓRIA EM VERSOS, A",1868,120,177,221,421,674,,,,,,,,,,,,,,,,,,
1405,EXPEDIÇÃO SÃO PAULO 450 ANOS: UMA VIAGEM POR DENTRO DA METRÓPOLE,1869,50,58,176,427,,,,,,,,,,,,,,,,,,,
1406,"MILAGRE DO PÃO, O",1870,169,423,558,,,,,,,,,,,,,,,,,,,,
1407,ARIGATÔ: UM OLHAR SOBRE A IMIGRAÇÃO JAPONESA EM CAMPO GRANDE,1871,69,120,153,169,331,,,,,,,,,,,,,,,,,,
1408,OS JAPONESES NO VALE DO RIBEIRA E SUDOESTE PAULISTA,1872,69,109,120,153,169,,,,,,,,,,,,,,,,,,
1409,PRIMAVERA,1873,62,69,120,305,331,,,,,,,,,,,,,,,,,,
1410,PERMANÊNCIA,1874,48,62,69,168,331,475,,,,,,,,,,,,,,,,,
1411,CHÁ VERDE E ARROZ,1875,36,69,169,427,,,,,,,,,,,,,,,,,,,
1412,À FLOR DA PELE,1876,69,169,331,427,475,544,,,,,,,,,,,,,,,,,
1413,GAMBARÊ,1877,69,120,169,331,427,,,,,,,,,,,,,,,,,,
1414,LIBERDADE,1878,69,120,153,169,331,427,,,,,,,,,,,,,,,,,
1415,BRÁS: SOTAQUES E DESMEMÓRIAS,1879,64,69,169,427,,,,,,,,,,,,,,,,,,,
1416,PARTIDO MOOCA,1880,51,153,169,428,,,,,,,,,,,,,,,,,,,
1417,VILA PRUDENTE,1881,51,58,153,169,428,,,,,,,,,,,,,,,,,,
1418,TORI,1882,38,64,69,428,,,,,,,,,,,,,,,,,,,
1419,ILUMINANDO A FACE ESCURA DA LUA: HOMENAGEM A ROBERTO CARDOSO DE OLIVEIRA,1883,6,153,427,601,,,,,,,,,,,,,,,,,,,
1420,"CINEMA É COMO UMA DANÇA,O",1884,36,423,669,,,,,,,,,,,,,,,,,,,,
1421,"""ETIENNE SAMAIN DE UM CAMINHO A OUTRO""",1885,6,109,598,601,,,,,,,,,,,,,,,,,,,
1422,GISÈLE OMINDAREWÁ,1886,153,481,598,,,,,,,,,,,,,,,,,,,,
1423,LANCEIROS NEGROS - A HERANÇA DE PORONGOS,1887,87,112,117,423,,,,,,,,,,,,,,,,,,,
1424,CIDADE DE RIMA,1888,62,178,552,,,,,,,,,,,,,,,,,,,,
1425,ÁFRICA NA RUA,1889,62,72,177,479,552,,,,,,,,,,,,,,,,,,
1426,ALTO DO CÉU,1890,36,38,62,552,,,,,,,,,,,,,,,,,,,
1427,PELAS MARGINAIS,1891,51,114,428,,,,,,,,,,,,,,,,,,,,
1428,UM BALANÇO DAS CIÊNCIAS NO SÉCULO XX: FRANCISCO SALZANO- DO DNA AOS TRANSGÊNICOS,1892,428,541,615,668,,,,,,,,,,,,,,,,,,,
1429,RODA VIVA: AMARTYA SEN,1893,80,104,160,428,,,,,,,,,,,,,,,,,,,
1430,RODA VIVA: WASHINGTON NOVAES,1894,139,428,476,,,,,,,,,,,,,,,,,,,,
1431,KUMIAI: A IMIGRAÇÃO JAPONESA EM CAMPO GRANDE,1895,69,169,331,414,,,,,,,,,,,,,,,,,,,
1432,RETRATOS DE HIDEKO,1896,69,169,172,331,428,,,,,,,,,,,,,,,,,,
1433,HIBAKUSHA - HERDEIROS ATÔMICOS DO BRASIL,1897,69,153,169,331,375,,,,,,,,,,,,,,,,,,
1434,TAKAO KUSUNO: O MARGINAL DA DANÇA,1898,69,72,331,,,,,,,,,,,,,,,,,,,,
1435,FILHA ÚNICA,1899,38,69,169,331,475,,,,,,,,,,,,,,,,,,
1436,"PÔR DO SOL,O",1900,4,38,69,168,331,,,,,,,,,,,,,,,,,,
1437,RESUMO DE VIDA E ANIVERSÁRIO DE NACAO GONSIRO,1901,169,331,,,,,,,,,,,,,,,,,,,,,
1438,NACAO GONSIRO,1902,169,305,331,,,,,,,,,,,,,,,,,,,,
1439,CLAUDE LÉVI-STRAUSS,1903,,,,,,,,,,,,,,,,,,,,,,,
1440,MINA E LISA,1904,38,48,331,428,,,,,,,,,,,,,,,,,,,
1441,PICONZE,1905,39,305,,,,,,,,,,,,,,,,,,,,,
1442,"DESENHO DE YPE NAKASHIMA,O",1906,39,69,331,428,,,,,,,,,,,,,,,,,,,
1443,DEKASSEGUI,1907,120,169,270,305,331,,,,,,,,,,,,,,,,,,
1444,"FILME QUE NAO EXISTIU, O",1908,336,378,439,491,,,,,,,,,,,,,,,,,,,
1445,DANÇA DOS BRASIS II,1909,416,439,,,,,,,,,,,,,,,,,,,,,
1446,OS DONOS DA ÁGUA. CONFLITO E COLABORAÇÃO PELA PROTEÇÃO DOS RIOS,1910,139,150,215,313,463,,,,,,,,,,,,,,,,,,
1447,DARINI,1911,241,413,463,,,,,,,,,,,,,,,,,,,,
1448,SAÚDE E ALIMENTAÇÃO DO POVO XAVANTE,1912,1,248,413,463,,,,,,,,,,,,,,,,,,,
1449,KAPINAWÁ,1913,120,177,417,439,,,,,,,,,,,,,,,,,,,
1450,EM ARAPIRACA O TRABALHO CANTA,1914,272,322,,,,,,,,,,,,,,,,,,,,,
1451,KAYAPO NA TERRA DOS INNU,1915,44,139,530,754,,,,,,,,,,,,,,,,,,,
1452,STEEL LIVES,1916,,,,,,,,,,,,,,,,,,,,,,,
1453,"PRISIONEIRO DA GRADE DE FERRO,O",1917,58,218,428,,,,,,,,,,,,,,,,,,,,
1454,PIXOTE IN MEMORIAM,1918,48,284,428,,,,,,,,,,,,,,,,,,,,
1455,FREESTYLE: UM ESTILO DE VIDA,1919,48,50,177,428,689,,,,,,,,,,,,,,,,,,
1456,CINEMA DE QUEBRADA,1920,36,48,428,753,,,,,,,,,,,,,,,,,,,
1457,CAFÉ COM LEITE,1921,,,,,,,,,,,,,,,,,,,,,,,
1458,CORPO PRESENTE: BEATRIZ,1922,,,,,,,,,,,,,,,,,,,,,,,
1459,TERRITÓRIO VERMELHO,1923,,,,,,,,,,,,,,,,,,,,,,,
1460," MENINO E O BUMBA,O",1924,,,,,,,,,,,,,,,,,,,,,,,
1461,"AXÉ, DIGNIDADE!",1925,177,,,,,,,,,,,,,,,,,,,,,,
1462,TINTA FRESCA,1926,,,,,,,,,,,,,,,,,,,,,,,
1463,INNU NIKAMU - O INDIO CANTA,1927,177,620,622,754,,,,,,,,,,,,,,,,,,,
1464,TEMPORAL: A ARTE DE STEPHAN DOITSCHINOFF,1928,,,,,,,,,,,,,,,,,,,,,,,
1465,"VINHO DAS ALMAS, O",1929,313,321,723,,,,,,,,,,,,,,,,,,,,
1466,"CINEMA, ASPIRINAS E URUBUS",1930,38,479,,,,,,,,,,,,,,,,,,,,,
1467,"NOEL, POETA DA VILA",1931,,,,,,,,,,,,,,,,,,,,,,,
1468,BLADE RUNNER: O CAÇADOR DE ANDRÓIDES,1932,,,,,,,,,,,,,,,,,,,,,,,
1469,"CINEASTA DA SELVA, O",1933,36,313,,,,,,,,,,,,,,,,,,,,,
1470,INTÉRPRETES DO BRASIL- SABERES: MANUELA CARNEIRO DA CUNHA,1934,,,,,,,,,,,,,,,,,,,,,,,
1471,AS MÚLTIPLAS FORMAS DE UM OLHAR,1935,,,,,,,,,,,,,,,,,,,,,,,
1472,CASAS BANDEIRISTAS - ARQUITETURA COLONIAL PAULISTA,1936,,,,,,,,,,,,,,,,,,,,,,,
1473,PIÕ HÖÍMANAZÉ - A MULHER XAVANTE EM SUA ARTE,1937,172,463,413,439,,,,,,,,,,,,,,,,,,,
1474,PIRAJUÇARA - BACIA DE CONCRETO,1938,,,,,,,,,,,,,,,,,,,,,,,
1475,MERCADO MUNICIPAL DE SÃO PAULO,1939,,,,,,,,,,,,,,,,,,,,,,,
1476,EDUCADORES BRASILEIROS - ANÍSIO TEIXEIRA: EDUCAÇÃO NÃO É PRIVILÉGIO/ DARCY RIBEIRO: UM VULCÃO DE IDÉIAS,1940,,,,,,,,,,,,,,,,,,,,,,,
1477,"MESA REDONDA 29/04/2008 - LANÇAMENTO DO LIVRO: ""RELIGIÕES AYAHUASQUEIRAS: UM BALANÇO BIBLIOGRÁFICO"" (UFSC)",1941,,,,,,,,,,,,,,,,,,,,,,,
1478,"AYAHUASCA - VÍDEOS, ENTREVISTAS E REPORTAGENS",1942,723,,,,,,,,,,,,,,,,,,,,,,
1479,"CINEASTAS INDÍGENAS - KUIKURO: ""CHEIRO DE PEQUI"" E ""O DIA EM QUE A LUA MENSTRUOU""",1943,161,492,,,,,,,,,,,,,,,,,,,,,
1480,NA TRILHA DA PÁLIDA RAPOSA - PESQUISAS NA TERRA DOS DOGON 1931-1983,1944,445,636,,,,,,,,,,,,,,,,,,,,,
1481,VIDEOLENCIA,1945,154,284,427,585,725,753,,,,,,,,,,,,,,,,,
1482,DIRETORES PACOTE #1,1946,36,273,427,753,,,,,,,,,,,,,,,,,,,
1483,PACOTE # 12... (COLETANIA),1947,38,40,41,427,725,753,,,,,,,,,,,,,,,,,
1484,"'VAGUEI OS LIVROS, ME SUJEI COM A MERDA TODA'",1948,120,186,427,753,689,,,,,,,,,,,,,,,,,,
1485,CINEMA DE GUERRILHA,1949,38,41,427,753,,,,,,,,,,,,,,,,,,,
1486,MOVIMENTO HUMANISTA,1950,41,120,427,725,753,,,,,,,,,,,,,,,,,,
1487,GRAFFITI COM PIPOCA,1951,37,38,40,427,753,,,,,,,,,,,,,,,,,,
1488,ATITUDE NA CENA,1952,37,120,428,753,,,,,,,,,,,,,,,,,,,
1489,FAVELA E ATITUDE,1953,114,200,215,363,428,,,,,,,,,,,,,,,,,,
1490,PANORAMA:ARTE NA PERIFERIA,1954,37,213,428,544,753,,,,,,,,,,,,,,,,,,
1491,FILMAGENS PERIFÉRICAS,1955,37,67,186,221,428,753,,,,,,,,,,,,,,,,,
1492,BRIGADA DE AUDIOVISUAL DA VIA CAMPESINA BRASIL,1956,43,46,47,201,272,427,,,,,,,,,,,,,,,,,
1493,"ARROZ, FEIJÃO , CINEMA E VIDEO",1957,38,428,753,,,,,,,,,,,,,,,,,,,,
1494,CINEBECOS,1958,67,114,370,428,481,753,,,,,,,,,,,,,,,,,
1495,DA QUEBRADA PARA A ESTRADA,1959,67,428,689,753,,,,,,,,,,,,,,,,,,,
1496,VIDEOS- INSTITUTO VOZ,1960,37,67,427,428,479,689,753,,,,,,,,,,,,,,,,
1497,"JESUS NO MUNDO MARAVILHA ""OUTRAS HISTÓRIAS DA POLICIA BRASILEIRA",1961,284,401,427,,,,,,,,,,,,,,,,,,,,
1498,VIOLÊNCIA S.A,1962,284,421,428,715,,,,,,,,,,,,,,,,,,,
1499,RITOS DA MAIORIDADE,1965,38,48,120,428,,,,,,,,,,,,,,,,,,,
1500,"VARIAS FACES DE UMA DIVINDADE VENEZUELANA, AS",1964,161,221,328,544,,,,,,,,,,,,,,,,,,,
1501,"DISCRIMINAÇÃO, MINORIAS E RACISMO",1966,384,386,427,,,,,,,,,,,,,,,,,,,,
1502,EDUCAÇÃO E CULTURA DE DIREITOS HUMANOS,1967,37,76,81,427,475,,,,,,,,,,,,,,,,,,
1503,OLHAR CAIÇARA,1968,421,427,475,559,,,,,,,,,,,,,,,,,,,
1504,PRESTES 23+10,1969,114,428,753,,,,,,,,,,,,,,,,,,,,
1505,PAJARITO,1970,88,120,525,,,,,,,,,,,,,,,,,,,,
1506,PARI: UM BAIRRO DOCE,1971,37,116,169,428,,,,,,,,,,,,,,,,,,,
1507,IMPROVISE,1972,37,41,428,753,,,,,,,,,,,,,,,,,,,
1508,IMAGENS DE UMA VIDA SIMPLES,1973,37,67,116,186,427,,,,,,,,,,,,,,,,,,
1509,COLETÂNEA KONFLICTUZ FILMES,1974,41,428,753,,,,,,,,,,,,,,,,,,,,
1510,PARALELO: ESPASMOS DE REALIDADE,1975,38,428,753,,,,,,,,,,,,,,,,,,,,
1511,O ÚLTIMO DA FILA,1976,38,271,428,753,,,,,,,,,,,,,,,,,,,
1512,CRISE,1977,200,314,386,,,,,,,,,,,,,,,,,,,,
1513,URBANIA,1978,38,50,428,,,,,,,,,,,,,,,,,,,,
1514,MINAMI EM CLOSE-UP - A BOCA EM REVISTA,1979,36,257,428,,,,,,,,,,,,,,,,,,,,
1515,NUKUM,1980,101,120,620,754,,,,,,,,,,,,,,,,,,,
1516,"FILHAS DE SHIMUN, AS",1981,101,620,754,,,,,,,,,,,,,,,,,,,,
1517,INNU,1982,120,139,263,620,754,,,,,,,,,,,,,,,,,,
1518,PAKATAKAN,1983,139,263,620,754,,,,,,,,,,,,,,,,,,,
1519,CRONICA DE MINGANIE,1984,116,139,620,754,,,,,,,,,,,,,,,,,,,
1520,OFICINAS KINOFORUM 8- BELENZINHO-SP / SANTO ANDRÉ-SP/ ATIBAIA -SP,1985,38,58,114,169,427,,,,,,,,,,,,,,,,,,
1521,ALMA DO NEGÓCIO,1986,38,217,428,,,,,,,,,,,,,,,,,,,,
1522,BREVÍSSIMA HISTÓRIA DA GENTE DE SANTOS,1987,37,38,117,700,,,,,,,,,,,,,,,,,,,
1523,ONDE SÃO PAULO ACABA,1988,37,38,58,284,428,753,,,,,,,,,,,,,,,,,
1524,AMOR,1989,4,240,428,,,,,,,,,,,,,,,,,,,,
1525,PERIFERIAÇÃO,1990,37,428,753,,,,,,,,,,,,,,,,,,,,
1526,"PONTAL DO PARANAPANEMA,O",1991,45,47,201,427,,,,,,,,,,,,,,,,,,,
1527,"TERENA E OUTROS TEMAS. A ANTROPOLOGIA DE ROBERTO CARDOSO DE OLIVEIRA,OS",1992,6,122,718,,,,,,,,,,,,,,,,,,,,
1528,"SURUI, PARENTESCO E COSMOLOGIA TUPI. A TRAJETÓRIA DE ROQUE DE BARROS LARAIA, OS",1993,6,122,202,465,718,,,,,,,,,,,,,,,,,,
1529,"EXPERIÊNCIA ETNOGRAFICA- JULIO CEZAR MELATTI, A",1994,6,122,461,472,523,718,,,,,,,,,,,,,,,,,
1530,"FUSCA, O",1995,38,428,,,,,,,,,,,,,,,,,,,,,
1531,MAR DE ESCRAVOS. LUIZ FELIPE DE ALENCASTRO,1996,67,87,305,601,,,,,,,,,,,,,,,,,,,
1532,DIREITOS HUMANOS,1997,37,76,428,,,,,,,,,,,,,,,,,,,,
1533,DIREITOS HUMANOS E POVOS INDIGENAS,1998,37,76,428,439,,,,,,,,,,,,,,,,,,,
1534,GLOBO UNIVERSIDADE - PROGRAMA 53,1999,36,427,669,753,,,,,,,,,,,,,,,,,,,
1535,REASSEMBLAGE,2015,6,343,669,,,,,,,,,,,,,,,,,,,,
1536,JUIZO-O MAIOR EXIGE DO MENOR,2000,48,218,286,421,441,,,,,,,,,,,,,,,,,,
1537,"ABORTO DOS OUTROS, O",2001,37,173,294,428,,,,,,,,,,,,,,,,,,,
1538,FAVELA RISING,2002,37,363,598,689,,,,,,,,,,,,,,,,,,,
1539,BOB DYLAN - DON'T LOOK BACK,2003,177,180,314,,,,,,,,,,,,,,,,,,,,
1540,CORAÇÕES E MENTES,2004,37,112,314,588,,,,,,,,,,,,,,,,,,,
1541,FABRICANDO TOM ZÉ,2005,37,177,428,713,,,,,,,,,,,,,,,,,,,
1542,AMORES DE CIRCO,2006,37,268,428,544,,,,,,,,,,,,,,,,,,,
1543,SEMENTE,2014,46,62,305,,,,,,,,,,,,,,,,,,,,
1544,DOUTORES DA ALEGRIA,2007,37,249,428,,,,,,,,,,,,,,,,,,,,
1545,"CINCO DA TARDE,ÀS",2008,38,112,318,,,,,,,,,,,,,,,,,,,,
1546,FILHOS DO PARAISO,2009,38,160,353,,,,,,,,,,,,,,,,,,,,
1547,HARPSTRINGS AND LAVA,2010,41,,,,,,,,,,,,,,,,,,,,,,
1548,TARTARUGAS PODEM VOAR,2011,112,340,450,631,,,,,,,,,,,,,,,,,,,
1549,DOIS ANJOS,2012,38,177,353,,,,,,,,,,,,,,,,,,,,
1550,11 DE SETEMBRO,2013,37,112,116,449,,,,,,,,,,,,,,,,,,,
1551,YVY RUPA- A TERRA É UMA SÓ- VISÕES GUARANI DA HISTÓRIA DA ÁMERICA,2016,122,161,377,439,660,,,,,,,,,,,,,,,,,,
1552,BARQUINHA,2018,221,239,483,,,,,,,,,,,,,,,,,,,,
1553,UDV - ORDEM MAÇÔNICA ROSALUZ,2017,221,239,,,,,,,,,,,,,,,,,,,,,
