especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,Não Consta,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,"Explicações sumárias sobre a resistência nacional em Angola e as represcussões internacionais. Notas manuscritas de Joaquim Pinto de Andrade (?). LNA; PULA, MINA, CUAAR, UNTA.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1961,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,Artigo sobre a UPA. ,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,Não consta,1,2,Microfilmes,Angola,Neg/35mm,,Londres,Notícia de jornal denunciando os massacres em Angola. ,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1962,1,2,Microfilmes,Angola,Neg/35mm,,Não consta,"Artigo do comandante cefe do estado-Maior  - pela ""L'Armée de Liberation Nationale de l'Angola"" - Marcos Kassanga - sobre a UPA e sua atuação (crítica às práticas de Holden Roberto).",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,196?,1,2,Microfilmes,Angola,Neg/35mm,,Não consta,Artigo de Ruy Luiz Gomes (ex-candidato da presidência de Portugal) em apoio à luta de Angola em nome da oposição portuguesa emigrada na América e Europa.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1960,1,2,Microfilmes,Angola,Neg/35mm,,Não consta,Artigo de Manuel Dores - sobre a situação em Angola e a postura da Oposição Portuguesa frente a luta de libertação.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,Não consta,1,2,Microfilmes,Angola,Neg/35mm,,Não consta,Artigo de Manuel Dores - sobre a situação em Angola e a postura da Oposição Portuguesa frente a luta de libertação.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,Não consta,1,2,Microfilmes,Angola,Neg/35mm,,Não consta,Manifesto contra a prisão de Agostinho Neto. Contra o colonialismo português/contra o PIDE.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1963,1,2,Microfilmes,Angola,Neg/35mm,,Não consta,Artigo sobre a prisão de Pinto de Andrade (pela 2ª vez).,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1963,1,2,Microfilmes,Angola,Neg/35mm,,Não consta,"Artigo de João Alves das Neves sobre a antologia de ""Poetas angolanos"" prefaciado por Alfredo Margarido.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1961,1,2,Microfilmes,Angola,Neg/35mm,,Não consta,Número completo da revista. ,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1963,1,2,Microfilmes,Angola,Neg/35mm,,Não consta,Dossier Angolais.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1963,1,2,Microfilmes,Angola,Neg/35mm,,Angola,Angola case book.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1962,1,2,Microfilmes,Angola,Neg/35mm,,Angola,"Special issue ou Angola. Presénce africaine, colume 14/15, nº 42/43.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,Não consta,1,2,Microfilmes,Angola,Neg/35mm,,Angola,"Revista Etudes congolaises, volume III/9.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1961,1,2,Microfilmes,Angola,Neg/35mm,,Angola,"Indepéndence pour l'Angola, por Jacques Ceulemans. ",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1961,1,2,Microfilmes,Angola,Neg/35mm,,Angola,"Artigo sobre Angola, Remarques congolaises, nº 17/18 - 18 de abril de 1961.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1961,1,2,Microfilmes,Angola,Neg/35mm,,Angola,"Independence pour les colonies de l'Angola, Cap-vert, Goa, Guinée, Mozambique, San Tome et Principe. IN Remarques congolaises, 12 de maio de 1961, nº 19-20.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1957-1962,1,2,Microfilmes,Angola,Neg/35mm,,Angola,"Documentos oficiais da UPA (Angola) em ordem cronológica, de 1957 a 1962. ",X,
The New York Public Library - Oto III. Menno Ter Braak - Kaiser Otto III. Ideal und praxis im freuhen mittelalter. 247p.,857,411,,"Holanda, Amsterdã",The New York Public Library - Oto III.,1928,1,1,Microfilmes,"Holanda, Amsterdã",Neg/35mm,,Amsterdam,"Microfilme doado pelo Professor Doutor Pedro Moacyr de Campos (Proc. Na The New York Public Library - 1929). Livro> Menno Ter Braak - Kaiser Otto III. Ideal und praxis im fruehen mittelalter. J. Clausen, Amsterdam, 1928, 247 p.",X,
The New York Public Library - Oto III. Menno Ter Braak - Kaiser Otto III. Ideal und praxis im freuhen mittelalter. 247p.,857,411,,"Holanda, Amsterdã",The New York Public Library - Oto III.,1905,1,1,Microfilmes,"Holanda, Amsterdã",Neg/35mm,,Breslau,"Microfilme doado pelo Professor Doutor Pedro Moacyr de Campos (Proc. Na The New York Public Library - 1947). Livro> Merkert, P.  - Kirche und Staat im Zeitalter der Ottonen. Breslau, 1905, 38 p.",X,
The New York Public Library - Oto III. Menno Ter Braak - Kaiser Otto III. Ideal und praxis im freuhen mittelalter. 247p.,857,411,,"Holanda, Amsterdã",The New York Public Library - Oto III.,Não consta,1,1,Microfilmes,"Holanda, Amsterdã",Neg/35mm,,Não consta,"Microfilme doado pelo Professor Doutor Pedro Moacyr de Campos (Proc. Na The New York Public Library). Capítulo de livro - Rehr, B. - Zur Gefdjichte Otto's III, p. 385-443.",X,
Idade Média - Biblioteca Rerum Germanicarum,573,Não consta,,"Alemanha, Berlim",Biblioteca Rerum Germanicarum,1764/1865,1,1,Microfilmes,"Alemanha, Berlim",Neg/35mm,1970,Berlim,"Tomus Secundus - Monumenta Gregoriama. MDCCCLXV (1865); Tomus Primus - Monumenta Corbeiensia. MDCCLXIV (1764). Neste rolo, o sgeundo livro está em primeiro lugar.",X,X
Idade Média - Bibliotheca Rerum Germanicarum. Ed. Philippus Jaffé. Tomus Tertius: Monumenta Moguntina. Tomus Quartus: Monumenta Carolina.,574,2,,"Alemanha, Berlim",Idade Média - Bibliotheca Rerum Germanicarum. Ed. Philippus Jaffé.,1866/1867,1,2,Microfilmes,Alemanha,Neg/35mm,1970,Berlim,Tomus Tertius - Monumenta Moguntina. MDCCCLXVI (1866); Tomus Quartus - Monumenta Carolina. MDCCCLXVII (1867).,X,
Idade Média - Bibliotheca Rerum Germanicarum. Ed. Philippus Jaffé. Tomus Quintus: Monumenta Bambergensia. Tomus Sextus: Monumenta Alcuiniana.,575,3,,"Alemanha, Berlim",Idade Média - Bibliotheca Rerum Germanicarum. Ed. Philippus Jaffé.,1869/1873,1,3,Microfilmes,Alemanha,Neg/35mm,1970,Berlim,Tomus Quintus - Monumenta Bambergentsia. MDCCCLXIX (1869); Tomus Sextus - Monumenta Alcuiniana. MDCCCLXXIII (1873).,X,
Archivo General de la Nación Argentina. Division Colonia: Contadoria y Gobierno.,557,5,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,Séculos XVIII e XIX,1,1,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,Não consta,Buenos Aires,Division Colinia: contadoria y gobierno.,X,
Archivo General de la Nación Argentina. Division Colonia: Seccion Gobierno. Gobierno de Mojos e Chiquitos.,641,6,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1801-1802,1,2,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da documentação: Archivo General de la Nación Argentina. División Colonia: Sección Gobierno. Assunto: Expedición contra el Fuerte Portugués de la Nueva Coimbra. Data: 1801-1802. a) Índice Geral (livro de registros) de cargos, víveres e objetos necessários para a expedição. 151 ps. 1801. b) segundo quaderno de la expedición. 1801. c) Livro de registro de cargos, datas para a expedição. 149 ps. Asumpción, 1801.",X,
Archivo General de la Nación Argentina. Division Colonia: Seccion Gobierno. Gobierno de Mojos e Chiquitos.,641,6,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1750-1809,1,2,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,San Pedro de Moxos,"Procedência da documentação: Archivo General de la Nación Argentina. División Colonia: Sección Gobierno. Assunto: Gobierno de Mojos (1750-1809): a) copiador de informes del gobernador de Mojos, Data: San Pedro de Moxos: 19.10.1787, 1791, 1792. b) regulamento feito por D. Lázaro de Ribeira para a direção da Província dos Moxos. San pedro de Moxos, 09.01.1790. c) Plano de Dom Miguel Zamora, governador da Província dos Moxos dos ""pueblos"" da fronteira portuguesa. Efetivo Militar. 20.03.1797. d) Instruções para a dministração da fronteira da província: 30.04.1807.",X,
Archivo General de la Nación Argentina. Division Colonia: Seccion Gobierno. Gobierno de Mojos e Chiquitos.,641,6,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1766-1809,1,2,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Não consta,Procedência da documentação: Archivo General de la Nación Argentina. División Colonia: Sección Gobierno. Assunto: Gobierno de Chiquitos. Data: 1766-1809. a) Correspondência do governador com Vice-Rei (1782).,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1792/1794/1795/1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Asumpción,"Procedência da documentação: Archivo General de la Nación Argentina. División Colonia: Sección Gobierno. Assunto: Cuaderno feito pelo administrador do ""pueblo"", como receptor de partidas de algodão e prata provenientes do lado direito de Alcabala. Comércio entre índios e particulares.",X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1785-1806,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Asumpción,Procedência da documentação: Archivo General de la Nación Argentina. División Colonia: Sección Gobierno. Assunto: Comprobantes de cargo desde el nº 1 hasta el 22. Paraguay 17.11.1806.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguay,"Procedência da documentação: Archivo General de la Nación Argentina. División Colonia: Sección Gobierno. Assunto: Quadro demonstrativo dos ""pueblos"", ""piezas"" e ""taxas"" exigidas pela Tesouraria Real do Paraguai - 1796.",X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1791-1794,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguay,Procedência da documentação: Archivo General de la Nación Argentina. ,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguay,Procedência da documentação: Archivo General de la Nación Argentina. ,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguay,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: 73 guias de comprovantes originais de ""cargo"".",X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1794-1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Córdova,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Real Tesouraria - Principal de Cordova - Rendas Gerais solicitadas oelos ministros de Real Fazenda da Pronvíncia e administradores de Alcavalas de sua capital.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1794-1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Documentos da Real Aduana de Buenos Aires e Alcabalas do Vice-Reinado das Províncias do Rio da Prata... ""reales almoxafifazgos, alcabalas y ramo municipal de guerra, salga de esta ciudad para el Paraguay...""",X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Santa Fé e Corrientes,Procedência da documentação: Archivo General de la Nación Argentina. Documentos da Real Tesoreria Foranea.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Asumpción,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: 13 documentos de ""data"" de la cuenta de Asumpción, provincia del Paraguay.",X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1790/1792/1794/1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Real Aduana de Buenos Aires - Quadernos de adendo.,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguay,Procedência da documentação: Archivo General de la Nación Argentina. Assunto:Libro Real de la Cuenta y Razón del Paraguay de R. Alcavala... Villa Rica (Tesoreria).,X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Asumpción,"Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Libro de ""datas"" de Alcavala.",X,
Archivo General de la Nación Argentina. Real Aduana de Buenos Aires. Alcabalas.,642,7,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1789,1,3,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguay,Procedência da documentação: Archivo General de la Nación Argentina. Assunto: Indice de los libros y documentos originales que acompañan a la cuenta de Alcavalas de la Real Caxa del Paraguay correpondentes al año de 1789.,X,
